district, date, card, age, position
egegik, 20190709, 123, 12, 1
egegik, 20190709, 123, 12, 2
egegik, 20190709, 123, 12, 3
egegik, 20190709, 123, 22, 4
egegik, 20190709, 123, 12, 5
egegik, 20190709, 123, 12, 7
egegik, 20190709, 123, 22, 8
egegik, 20190709, 123, 12, 9
egegik, 20190709, 123, 22, 10
egegik, 20190709, 123, 12, 11
egegik, 20190709, 123, 12, 13
egegik, 20190709, 123, 12, 15
egegik, 20190709, 123, 12, 16
egegik, 20190709, 123, 12, 17
egegik, 20190709, 123, 12, 18
egegik, 20190709, 123, 12, 19
egegik, 20190709, 123, 12, 20
egegik, 20190709, 123, 12, 21
egegik, 20190709, 123, 12, 22
egegik, 20190709, 123, 22, 23
egegik, 20190709, 123, 13, 14
egegik, 20190709, 123, 13, 24
egegik, 20190709, 123, 13, 14
